sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,configurable_variations,configurable_variation_prices,configurable_variation_labels,additional_images
MJ02-XL-Green,,Top,simple,Default Category/Men/Tops/Jackets,base,Hyperion Elements Jacket-XL-Green,"<p>Boldly face high winds, frigid temps and stormy weather the whole winter through in the Hyperion Elements Jacket. LumaTech&trade; insulating technology helps maintain your core temperature and wick sweat. The smooth shell is water repellent and quilted to retain body heat.</p><p>&bull; Lime 1/4 zip pullover.<br />&bull; Split pocket. <br />&bull; Thumb holes. <br />&bull; Machine wash/hang to dry.</p>",,1,1,Taxable Goods,Not Visible Individually,51,,,,hyperion-elements-jacket-xl-green,,,,/m/j/mj02-green_main.jpg,,/m/j/mj02-green_main.jpg,,/m/j/mj02-green_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XL,color=Green",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,"/m/j/mj02-green_alt1.jpg,/m/j/mj02-green_back.jpg"
MJ02-XL-Orange,,Top,simple,Default Category/Men/Tops/Jackets,base,Hyperion Elements Jacket-XL-Orange,"<p>Boldly face high winds, frigid temps and stormy weather the whole winter through in the Hyperion Elements Jacket. LumaTech&trade; insulating technology helps maintain your core temperature and wick sweat. The smooth shell is water repellent and quilted to retain body heat.</p><p>&bull; Lime 1/4 zip pullover.<br />&bull; Split pocket. <br />&bull; Thumb holes. <br />&bull; Machine wash/hang to dry.</p>",,1,1,Taxable Goods,Not Visible Individually,51,,,,hyperion-elements-jacket-xl-orange,,,,/m/j/mj02-orange_main.jpg,,/m/j/mj02-orange_main.jpg,,/m/j/mj02-orange_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XL,color=Orange",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MJ02-XL-Red,,Top,simple,Default Category/Men/Tops/Jackets,base,Hyperion Elements Jacket-XL-Red,"<p>Boldly face high winds, frigid temps and stormy weather the whole winter through in the Hyperion Elements Jacket. LumaTech&trade; insulating technology helps maintain your core temperature and wick sweat. The smooth shell is water repellent and quilted to retain body heat.</p><p>&bull; Lime 1/4 zip pullover.<br />&bull; Split pocket. <br />&bull; Thumb holes. <br />&bull; Machine wash/hang to dry.</p>",,1,1,Taxable Goods,Not Visible Individually,51,,,,hyperion-elements-jacket-xl-red,,,,/m/j/mj02-red_main.jpg,,/m/j/mj02-red_main.jpg,,/m/j/mj02-red_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=XL,color=Red",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MJ02,,Top,configurable,Default Category/Men/Tops/Jackets,base,Hyperion Elements Jacket,"<p>Boldly face high winds, frigid temps and stormy weather the whole winter through in the Hyperion Elements Jacket. LumaTech&trade; insulating technology helps maintain your core temperature and wick sweat. The smooth shell is water repellent and quilted to retain body heat.</p><p>&bull; Lime 1/4 zip pullover.<br />&bull; Split pocket. <br />&bull; Thumb holes. <br />&bull; Machine wash/hang to dry.</p>",,,1,Taxable Goods,"Catalog, Search",51,,,,,,,,/m/j/mj02-green_main.jpg,,/m/j/mj02-green_main.jpg,,/m/j/mj02-green_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=1,required_options=1,style_general=Insulated|Rain Coat|Hard Shell|Windbreaker|&frac14; zip,material=Fleece|LumaTech&trade;|Polyester,pattern=Solid,climate=Cool|Rainy|Spring|Windy,eco_collection=No,performance_fabric=Yes,erin_recommends=No,new=Yes,sale=No",0,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,"sku=MJ02-XS-Green,size=XS,color=Green|sku=MJ02-XS-Orange,size=XS,color=Orange|sku=MJ02-XS-Red,size=XS,color=Red|sku=MJ02-S-Green,size=S,color=Green|sku=MJ02-S-Orange,size=S,color=Orange|sku=MJ02-S-Red,size=S,color=Red|sku=MJ02-M-Green,size=M,color=Green|sku=MJ02-M-Orange,size=M,color=Orange|sku=MJ02-M-Red,size=M,color=Red|sku=MJ02-L-Green,size=L,color=Green|sku=MJ02-L-Orange,size=L,color=Orange|sku=MJ02-L-Red,size=L,color=Red|sku=MJ02-XL-Green,size=XL,color=Green|sku=MJ02-XL-Orange,size=XL,color=Orange|sku=MJ02-XL-Red,size=XL,color=Red",,,"/m/j/mj02-green_alt1.jpg,/m/j/mj02-green_back.jpg"
MP01,,Bottom,configurable,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category",base,Caesar Warm-Up Pant,"<p>Command your workout and keep your muscles limber in the Caesar Warm-Up Pant. Engineered CoolTech&trade; fabric wicks away moisture so you don't have to worry about sweat and discomfort. The drawstring-adjustable waist helps make sure your pants fit properly.</p><p>&bull; Light gray heather knit straight leg pants.<br />&bull; Relaxed fit. <br />&bull; Inseam: 32"". <br />&bull; Machine wash/dry.<br />&bull; CoolTech&trade; wicking fabric.</p>",,,1,Taxable Goods,"Catalog, Search",35,,,,,,,,/m/p/mp01-gray_main.jpg,,/m/p/mp01-gray_main.jpg,,/m/p/mp01-gray_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=1,required_options=1,style_bottom=Workout Pants|Sweatpants|Track Pants,material=CoolTech&trade;|Fleece|Hemp|Wool,pattern=Solid,climate=Cool|Spring,eco_collection=No,performance_fabric=No,erin_recommends=No,new=No,sale=No",0,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,"sku=MP01-32-Black,size=32,color=Black|sku=MP01-32-Gray,size=32,color=Gray|sku=MP01-32-Purple,size=32,color=Purple|sku=MP01-33-Black,size=33,color=Black|sku=MP01-33-Gray,size=33,color=Gray|sku=MP01-33-Purple,size=33,color=Purple|sku=MP01-34-Black,size=34,color=Black|sku=MP01-34-Gray,size=34,color=Gray|sku=MP01-34-Purple,size=34,color=Purple|sku=MP01-36-Black,size=36,color=Black|sku=MP01-36-Gray,size=36,color=Gray|sku=MP01-36-Purple,size=36,color=Purple",,,/m/p/mp01-gray_back.jpg
MP01-32-Black,,Bottom,simple,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category",base,Caesar Warm-Up Pant-32-Black,"<p>Command your workout and keep your muscles limber in the Caesar Warm-Up Pant. Engineered CoolTech&trade; fabric wicks away moisture so you don't have to worry about sweat and discomfort. The drawstring-adjustable waist helps make sure your pants fit properly.</p><p>&bull; Light gray heather knit straight leg pants.<br />&bull; Relaxed fit. <br />&bull; Inseam: 32"". <br />&bull; Machine wash/dry.<br />&bull; CoolTech&trade; wicking fabric.</p>",,1,1,Taxable Goods,Not Visible Individually,35,,,,caesar-warm-up-pant-32-black,,,,/m/p/mp01-black_main.jpg,,/m/p/mp01-black_main.jpg,,/m/p/mp01-black_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=32,color=Black",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MP01-32-Gray,,Bottom,simple,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category",base,Caesar Warm-Up Pant-32-Gray,"<p>Command your workout and keep your muscles limber in the Caesar Warm-Up Pant. Engineered CoolTech&trade; fabric wicks away moisture so you don't have to worry about sweat and discomfort. The drawstring-adjustable waist helps make sure your pants fit properly.</p><p>&bull; Light gray heather knit straight leg pants.<br />&bull; Relaxed fit. <br />&bull; Inseam: 32"". <br />&bull; Machine wash/dry.<br />&bull; CoolTech&trade; wicking fabric.</p>",,1,1,Taxable Goods,Not Visible Individually,35,,,,caesar-warm-up-pant-32-gray,,,,/m/p/mp01-gray_main.jpg,,/m/p/mp01-gray_main.jpg,,/m/p/mp01-gray_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=32,color=Gray",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,/m/p/mp01-gray_back.jpg
MP01-32-Purple,,Bottom,simple,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category",base,Caesar Warm-Up Pant-32-Purple,"<p>Command your workout and keep your muscles limber in the Caesar Warm-Up Pant. Engineered CoolTech&trade; fabric wicks away moisture so you don't have to worry about sweat and discomfort. The drawstring-adjustable waist helps make sure your pants fit properly.</p><p>&bull; Light gray heather knit straight leg pants.<br />&bull; Relaxed fit. <br />&bull; Inseam: 32"". <br />&bull; Machine wash/dry.<br />&bull; CoolTech&trade; wicking fabric.</p>",,1,1,Taxable Goods,Not Visible Individually,35,,,,caesar-warm-up-pant-32-purple,,,,/m/p/mp01-purple_main.jpg,,/m/p/mp01-purple_main.jpg,,/m/p/mp01-purple_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=32,color=Purple",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MP01-33-Black,,Bottom,simple,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category",base,Caesar Warm-Up Pant-33-Black,"<p>Command your workout and keep your muscles limber in the Caesar Warm-Up Pant. Engineered CoolTech&trade; fabric wicks away moisture so you don't have to worry about sweat and discomfort. The drawstring-adjustable waist helps make sure your pants fit properly.</p><p>&bull; Light gray heather knit straight leg pants.<br />&bull; Relaxed fit. <br />&bull; Inseam: 32"". <br />&bull; Machine wash/dry.<br />&bull; CoolTech&trade; wicking fabric.</p>",,1,1,Taxable Goods,Not Visible Individually,35,,,,caesar-warm-up-pant-33-black,,,,/m/p/mp01-black_main.jpg,,/m/p/mp01-black_main.jpg,,/m/p/mp01-black_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=33,color=Black",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MP01-33-Gray,,Bottom,simple,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category",base,Caesar Warm-Up Pant-33-Gray,"<p>Command your workout and keep your muscles limber in the Caesar Warm-Up Pant. Engineered CoolTech&trade; fabric wicks away moisture so you don't have to worry about sweat and discomfort. The drawstring-adjustable waist helps make sure your pants fit properly.</p><p>&bull; Light gray heather knit straight leg pants.<br />&bull; Relaxed fit. <br />&bull; Inseam: 32"". <br />&bull; Machine wash/dry.<br />&bull; CoolTech&trade; wicking fabric.</p>",,1,1,Taxable Goods,Not Visible Individually,35,,,,caesar-warm-up-pant-33-gray,,,,/m/p/mp01-gray_main.jpg,,/m/p/mp01-gray_main.jpg,,/m/p/mp01-gray_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=33,color=Gray",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,/m/p/mp01-gray_back.jpg
MP01-33-Purple,,Bottom,simple,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category",base,Caesar Warm-Up Pant-33-Purple,"<p>Command your workout and keep your muscles limber in the Caesar Warm-Up Pant. Engineered CoolTech&trade; fabric wicks away moisture so you don't have to worry about sweat and discomfort. The drawstring-adjustable waist helps make sure your pants fit properly.</p><p>&bull; Light gray heather knit straight leg pants.<br />&bull; Relaxed fit. <br />&bull; Inseam: 32"". <br />&bull; Machine wash/dry.<br />&bull; CoolTech&trade; wicking fabric.</p>",,1,1,Taxable Goods,Not Visible Individually,35,,,,caesar-warm-up-pant-33-purple,,,,/m/p/mp01-purple_main.jpg,,/m/p/mp01-purple_main.jpg,,/m/p/mp01-purple_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=33,color=Purple",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MP01-34-Black,,Bottom,simple,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category",base,Caesar Warm-Up Pant-34-Black,"<p>Command your workout and keep your muscles limber in the Caesar Warm-Up Pant. Engineered CoolTech&trade; fabric wicks away moisture so you don't have to worry about sweat and discomfort. The drawstring-adjustable waist helps make sure your pants fit properly.</p><p>&bull; Light gray heather knit straight leg pants.<br />&bull; Relaxed fit. <br />&bull; Inseam: 32"". <br />&bull; Machine wash/dry.<br />&bull; CoolTech&trade; wicking fabric.</p>",,1,1,Taxable Goods,Not Visible Individually,35,,,,caesar-warm-up-pant-34-black,,,,/m/p/mp01-black_main.jpg,,/m/p/mp01-black_main.jpg,,/m/p/mp01-black_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=34,color=Black",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MP01-34-Gray,,Bottom,simple,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category",base,Caesar Warm-Up Pant-34-Gray,"<p>Command your workout and keep your muscles limber in the Caesar Warm-Up Pant. Engineered CoolTech&trade; fabric wicks away moisture so you don't have to worry about sweat and discomfort. The drawstring-adjustable waist helps make sure your pants fit properly.</p><p>&bull; Light gray heather knit straight leg pants.<br />&bull; Relaxed fit. <br />&bull; Inseam: 32"". <br />&bull; Machine wash/dry.<br />&bull; CoolTech&trade; wicking fabric.</p>",,1,1,Taxable Goods,Not Visible Individually,35,,,,caesar-warm-up-pant-34-gray,,,,/m/p/mp01-gray_main.jpg,,/m/p/mp01-gray_main.jpg,,/m/p/mp01-gray_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=34,color=Gray",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,/m/p/mp01-gray_back.jpg
MP01-34-Purple,,Bottom,simple,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category",base,Caesar Warm-Up Pant-34-Purple,"<p>Command your workout and keep your muscles limber in the Caesar Warm-Up Pant. Engineered CoolTech&trade; fabric wicks away moisture so you don't have to worry about sweat and discomfort. The drawstring-adjustable waist helps make sure your pants fit properly.</p><p>&bull; Light gray heather knit straight leg pants.<br />&bull; Relaxed fit. <br />&bull; Inseam: 32"". <br />&bull; Machine wash/dry.<br />&bull; CoolTech&trade; wicking fabric.</p>",,1,1,Taxable Goods,Not Visible Individually,35,,,,caesar-warm-up-pant-34-purple,,,,/m/p/mp01-purple_main.jpg,,/m/p/mp01-purple_main.jpg,,/m/p/mp01-purple_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=34,color=Purple",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MP01-36-Black,,Bottom,simple,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category",base,Caesar Warm-Up Pant-36-Black,"<p>Command your workout and keep your muscles limber in the Caesar Warm-Up Pant. Engineered CoolTech&trade; fabric wicks away moisture so you don't have to worry about sweat and discomfort. The drawstring-adjustable waist helps make sure your pants fit properly.</p><p>&bull; Light gray heather knit straight leg pants.<br />&bull; Relaxed fit. <br />&bull; Inseam: 32"". <br />&bull; Machine wash/dry.<br />&bull; CoolTech&trade; wicking fabric.</p>",,1,1,Taxable Goods,Not Visible Individually,35,,,,caesar-warm-up-pant-36-black,,,,/m/p/mp01-black_main.jpg,,/m/p/mp01-black_main.jpg,,/m/p/mp01-black_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=36,color=Black",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MP01-36-Gray,,Bottom,simple,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category",base,Caesar Warm-Up Pant-36-Gray,"<p>Command your workout and keep your muscles limber in the Caesar Warm-Up Pant. Engineered CoolTech&trade; fabric wicks away moisture so you don't have to worry about sweat and discomfort. The drawstring-adjustable waist helps make sure your pants fit properly.</p><p>&bull; Light gray heather knit straight leg pants.<br />&bull; Relaxed fit. <br />&bull; Inseam: 32"". <br />&bull; Machine wash/dry.<br />&bull; CoolTech&trade; wicking fabric.</p>",,1,1,Taxable Goods,Not Visible Individually,35,,,,caesar-warm-up-pant-36-gray,,,,/m/p/mp01-gray_main.jpg,,/m/p/mp01-gray_main.jpg,,/m/p/mp01-gray_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=36,color=Gray",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,/m/p/mp01-gray_back.jpg
MP01-36-Purple,,Bottom,simple,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category",base,Caesar Warm-Up Pant-36-Purple,"<p>Command your workout and keep your muscles limber in the Caesar Warm-Up Pant. Engineered CoolTech&trade; fabric wicks away moisture so you don't have to worry about sweat and discomfort. The drawstring-adjustable waist helps make sure your pants fit properly.</p><p>&bull; Light gray heather knit straight leg pants.<br />&bull; Relaxed fit. <br />&bull; Inseam: 32"". <br />&bull; Machine wash/dry.<br />&bull; CoolTech&trade; wicking fabric.</p>",,1,1,Taxable Goods,Not Visible Individually,35,,,,caesar-warm-up-pant-36-purple,,,,/m/p/mp01-purple_main.jpg,,/m/p/mp01-purple_main.jpg,,/m/p/mp01-purple_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=36,color=Purple",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MP02,,Bottom,configurable,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category/Collections/Performance Fabrics,Default Category",base,Viktor LumaTech&trade; Pant,"<p>You'll love the new Viktor LumaTech&trade; Pant, with featherweight fleece fabric lining and stretchy, sweat-wicking material. It delivers toasty warmth on the sidelines or in cold-weather training, with reflective trim for a safe finish.</p><p>&bull; Dark gray polyester/spandex straight leg pants.<br />&bull; Elastic waistband and internal drawstring.<br />&bull; Relaxed fit. <br />&bull; Machine wash/dry.</p>",,,1,Taxable Goods,"Catalog, Search",46,,,,,,,,/m/p/mp02-gray_main.jpg,,/m/p/mp02-gray_main.jpg,,/m/p/mp02-gray_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=1,required_options=1,style_bottom=Workout Pants|Track Pants,material=LumaTech&trade;|Polyester|Spandex,pattern=Solid,climate=Cold|Cool|Wintry,eco_collection=No,performance_fabric=Yes,erin_recommends=No,new=No,sale=No",0,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,"sku=MP02-32-Blue,size=32,color=Blue|sku=MP02-32-Gray,size=32,color=Gray|sku=MP02-32-Red,size=32,color=Red|sku=MP02-33-Blue,size=33,color=Blue|sku=MP02-33-Gray,size=33,color=Gray|sku=MP02-33-Red,size=33,color=Red|sku=MP02-34-Blue,size=34,color=Blue|sku=MP02-34-Gray,size=34,color=Gray|sku=MP02-34-Red,size=34,color=Red|sku=MP02-36-Blue,size=36,color=Blue|sku=MP02-36-Gray,size=36,color=Gray|sku=MP02-36-Red,size=36,color=Red",,,/m/p/mp02-gray_back.jpg
MP02-32-Blue,,Bottom,simple,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category/Collections/Performance Fabrics,Default Category",base,Viktor LumaTech&trade; Pant-32-Blue,"<p>You'll love the new Viktor LumaTech&trade; Pant, with featherweight fleece fabric lining and stretchy, sweat-wicking material. It delivers toasty warmth on the sidelines or in cold-weather training, with reflective trim for a safe finish.</p><p>&bull; Dark gray polyester/spandex straight leg pants.<br />&bull; Elastic waistband and internal drawstring.<br />&bull; Relaxed fit. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,46,,,,viktor-lumatech-trade-pant-32-blue,,,,/m/p/mp02-blue_main.jpg,,/m/p/mp02-blue_main.jpg,,/m/p/mp02-blue_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=32,color=Blue",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MP02-32-Gray,,Bottom,simple,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category/Collections/Performance Fabrics,Default Category",base,Viktor LumaTech&trade; Pant-32-Gray,"<p>You'll love the new Viktor LumaTech&trade; Pant, with featherweight fleece fabric lining and stretchy, sweat-wicking material. It delivers toasty warmth on the sidelines or in cold-weather training, with reflective trim for a safe finish.</p><p>&bull; Dark gray polyester/spandex straight leg pants.<br />&bull; Elastic waistband and internal drawstring.<br />&bull; Relaxed fit. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,46,,,,viktor-lumatech-trade-pant-32-gray,,,,/m/p/mp02-gray_main.jpg,,/m/p/mp02-gray_main.jpg,,/m/p/mp02-gray_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=32,color=Gray",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,/m/p/mp02-gray_back.jpg
MP02-32-Red,,Bottom,simple,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category/Collections/Performance Fabrics,Default Category",base,Viktor LumaTech&trade; Pant-32-Red,"<p>You'll love the new Viktor LumaTech&trade; Pant, with featherweight fleece fabric lining and stretchy, sweat-wicking material. It delivers toasty warmth on the sidelines or in cold-weather training, with reflective trim for a safe finish.</p><p>&bull; Dark gray polyester/spandex straight leg pants.<br />&bull; Elastic waistband and internal drawstring.<br />&bull; Relaxed fit. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,46,,,,viktor-lumatech-trade-pant-32-red,,,,/m/p/mp02-red_main.jpg,,/m/p/mp02-red_main.jpg,,/m/p/mp02-red_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=32,color=Red",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MP02-33-Blue,,Bottom,simple,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category/Collections/Performance Fabrics,Default Category",base,Viktor LumaTech&trade; Pant-33-Blue,"<p>You'll love the new Viktor LumaTech&trade; Pant, with featherweight fleece fabric lining and stretchy, sweat-wicking material. It delivers toasty warmth on the sidelines or in cold-weather training, with reflective trim for a safe finish.</p><p>&bull; Dark gray polyester/spandex straight leg pants.<br />&bull; Elastic waistband and internal drawstring.<br />&bull; Relaxed fit. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,46,,,,viktor-lumatech-trade-pant-33-blue,,,,/m/p/mp02-blue_main.jpg,,/m/p/mp02-blue_main.jpg,,/m/p/mp02-blue_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=33,color=Blue",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MP02-33-Gray,,Bottom,simple,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category/Collections/Performance Fabrics,Default Category",base,Viktor LumaTech&trade; Pant-33-Gray,"<p>You'll love the new Viktor LumaTech&trade; Pant, with featherweight fleece fabric lining and stretchy, sweat-wicking material. It delivers toasty warmth on the sidelines or in cold-weather training, with reflective trim for a safe finish.</p><p>&bull; Dark gray polyester/spandex straight leg pants.<br />&bull; Elastic waistband and internal drawstring.<br />&bull; Relaxed fit. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,46,,,,viktor-lumatech-trade-pant-33-gray,,,,/m/p/mp02-gray_main.jpg,,/m/p/mp02-gray_main.jpg,,/m/p/mp02-gray_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=33,color=Gray",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,/m/p/mp02-gray_back.jpg
MP02-33-Red,,Bottom,simple,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category/Collections/Performance Fabrics,Default Category",base,Viktor LumaTech&trade; Pant-33-Red,"<p>You'll love the new Viktor LumaTech&trade; Pant, with featherweight fleece fabric lining and stretchy, sweat-wicking material. It delivers toasty warmth on the sidelines or in cold-weather training, with reflective trim for a safe finish.</p><p>&bull; Dark gray polyester/spandex straight leg pants.<br />&bull; Elastic waistband and internal drawstring.<br />&bull; Relaxed fit. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,46,,,,viktor-lumatech-trade-pant-33-red,,,,/m/p/mp02-red_main.jpg,,/m/p/mp02-red_main.jpg,,/m/p/mp02-red_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=33,color=Red",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MP02-34-Blue,,Bottom,simple,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category/Collections/Performance Fabrics,Default Category",base,Viktor LumaTech&trade; Pant-34-Blue,"<p>You'll love the new Viktor LumaTech&trade; Pant, with featherweight fleece fabric lining and stretchy, sweat-wicking material. It delivers toasty warmth on the sidelines or in cold-weather training, with reflective trim for a safe finish.</p><p>&bull; Dark gray polyester/spandex straight leg pants.<br />&bull; Elastic waistband and internal drawstring.<br />&bull; Relaxed fit. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,46,,,,viktor-lumatech-trade-pant-34-blue,,,,/m/p/mp02-blue_main.jpg,,/m/p/mp02-blue_main.jpg,,/m/p/mp02-blue_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=34,color=Blue",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,
MP02-34-Gray,,Bottom,simple,"Default Category/Men/Bottoms/Pants,Default Category/Promotions/Pants,Default Category/Collections/Performance Fabrics,Default Category",base,Viktor LumaTech&trade; Pant-34-Gray,"<p>You'll love the new Viktor LumaTech&trade; Pant, with featherweight fleece fabric lining and stretchy, sweat-wicking material. It delivers toasty warmth on the sidelines or in cold-weather training, with reflective trim for a safe finish.</p><p>&bull; Dark gray polyester/spandex straight leg pants.<br />&bull; Elastic waistband and internal drawstring.<br />&bull; Relaxed fit. <br />&bull; Machine wash/dry.</p>",,1,1,Taxable Goods,Not Visible Individually,46,,,,viktor-lumatech-trade-pant-34-gray,,,,/m/p/mp02-gray_main.jpg,,/m/p/mp02-gray_main.jpg,,/m/p/mp02-gray_main.jpg,,,,,,,,,,,,,,,,,,,"has_options=0,required_options=0,size=34,color=Gray",100,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,1,,,,/m/p/mp02-gray_back.jpg
